,publication,title,authors,doi,year,cites,type,abstract,article_url,fulltext_url,abstractLength,scopus
143,Clinical and Vaccine Immunology,A novel surface antigen of relapsing fever spirochetes can discriminate between relapsing fever and lyme borreliosis,"[{'name': 'J. Lopez', 'affiliation': 'National Institutes of Health (NIH), Bethesda, United States'}]",10.1128/CVI.00518-09,2010,23,Article,,,,,1
144,Cornea,Interstitial keratitis secondary to severe hidradenitis suppurativa: A case report and literature review,"[{'name': 'A.G. Alzaga Fernandez', 'affiliation': 'Henry Ford Health System, Detroit, United States'}]",10.1097/ICO.0b013e3181d4fd5c,2010,22,Article,,,,,1
145,Journal of Immigrant and Minority Health,"Behavioral and attitudes survey about lyme disease among a Brazilian population in the endemic area of Martha's Vineyard, Massachusetts","[{'name': 'J. Heller', 'affiliation': 'Harvard Medical School, Boston, United States'}]",10.1007/s10903-008-9187-6,2010,22,Article,,,,,1
147,"Philosophy, Ethics, and Humanities in Medicine",The Infectious Diseases Society of America Lyme guidelines: A cautionary tale about the development of clinical practice guidelines,"[{'name': 'L. Johnson', 'affiliation': 'California Lyme Disease Association, Ukiah, United States'}]",10.1186/1747-5341-5-9,2010,22,Article,,,,,1
148,Infection and Immunity,Use of the Cre-lox recombination system to investigate the lp54 gene requirement in the infectious cycle of Borrelia burgdorferi,"[{'name': 'A. Bestor', 'affiliation': 'National Institutes of Health (NIH), Bethesda, United States'}]",10.1128/IAI.01059-09,2010,22,Article,,,,,1
149,Biochimica et Biophysica Acta - Biomembranes,P66 porins are present in both Lyme disease and relapsing fever spirochetes: A comparison of the biophysical properties of P66 porins from six Borrelia species,"[{'name': 'I. Bárcena-Uribarri', 'affiliation': 'Rudolf-Virchow-Zentrum, Wurzburg, Germany'}]",10.1016/j.bbamem.2010.02.011,2010,22,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S0005273610000519,,,1
150,Molecular Biology and Evolution,Estimates of the Effect of Natural Selection on Protein-Coding Content,"[{'name': 'V.B. Yap', 'affiliation': 'National University of Singapore, Singapore City, Singapore'}]",10.1093/molbev/msp232,2010,22,Article,,,,,1
151,Clinical and Vaccine Immunology,The borrelial fibronectin-binding protein RevA is an early antigen of human lyme disease,"[{'name': 'C.A. Brissette', 'affiliation': 'UK Albert B. Chandler Hospital, Lexington, United States'}]",10.1128/CVI.00437-09,2010,22,Article,,,,,1
152,PLoS ONE,Modeling the spread of vector-borne diseases on bipartite networks,"[{'name': 'D. Bisanzio', 'affiliation': 'Università degli Studi di Torino, Turin, Italy'}]",10.1371/journal.pone.0013796,2010,21,Article,,,,,1
153,Nucleic Acids Research,"BpaB, a novel protein encoded by the Lyme disease spirochete's cp32 prophages, binds to erp Operator 2 DNA","[{'name': 'L.H. Burns', 'affiliation': 'University of Kentucky College of Medicine, Lexington, United States'}]",10.1093/nar/gkq284,2010,21,Article,,,,,1
155,Ticks and Tick-borne Diseases,Are birds reservoir hosts for Borrelia afzelii?,"[{'name': 'J. Franke', 'affiliation': 'Friedrich-Schiller-Universität Jena, Jena, Germany'}]",10.1016/j.ttbdis.2010.03.001,2010,21,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S1877959X10000336,,,1
156,Clinical and Vaccine Immunology,Humoral immune response in dogs naturally infected with Borrelia burgdorferi Sensu Lato and in dogs after immunization with a Borrelia vaccine,"[{'name': 'M. Leschnik', 'affiliation': 'Veterinarmedizinische Universitat Wien, Vienna, Austria'}]",10.1128/CVI.00427-09,2010,21,Article,,,,,1
157,American Journal of Clinical Pathology,Increased sensitivity and specificity of Borrelia burgdorferi 16S ribosomal DNA detection,"[{'name': 'S. Lee', 'affiliation': 'Milford Hospital, Milford, United States'}]",10.1309/AJCPI72YAXRHYHEE,2010,21,Article,,,,,1
158,Molecular Autism,PCR and serology find no association between xenotropic murine leukemia virus-related virus (XMRV) and autism,"[{'name': 'B.C. Satterfield', 'affiliation': 'Cooperative Diagnostics, LLC, Greenwood, United States'}]",10.1186/2040-2392-1-14,2010,20,Article,,,,,1
159,BMC Infectious Diseases,Utilization of serology for the diagnosis of suspected Lyme borreliosis in Denmark: Survey of patients seen in general practice,"[{'name': 'R.B. Dessau', 'affiliation': 'Næstved Sygehus, Nastved, Denmark'}]",10.1186/1471-2334-10-317,2010,20,Article,,,,,1
161,Emerging Infectious Diseases,"Lyme borreliosis, Po River Valley, Italy","[{'name': 'D. Pistone', 'affiliation': 'Fondazione IRCCS Policlinico San Matteo, Pavia, Italy'}]",10.3201/eid1608.100152,2010,20,Article,,,,,1
162,Acta Tropica,"Borrelia Burgdorferi ""sensu lato"" in Brazil: Occurrence confirmed by immunohistochemistry and focus floating microscopy","[{'name': 'S. Talhari', 'affiliation': 'Fundacao de Medicina Tropical do Amazonas, Manaus, Brazil'}]",10.1016/j.actatropica.2010.02.017,2010,20,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S0001706X10000689,,,1
163,European Journal of Paediatric Neurology,Uncommon manifestations of neuroborreliosis in children,"[{'name': 'M. Baumann', 'affiliation': 'Medizinische Universitat Innsbruck, Innsbruck, Austria'}]",10.1016/j.ejpn.2009.08.003,2010,20,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S1090379809001548,,,1
164,BMC Microbiology,Identification and functional characterisation of Complement Regulator Acquiring Surface Protein-1 of serum resistant Borrelia garinii OspA serotype 4,"[{'name': 'N. Van Burgel', 'affiliation': 'Leiden University Medical Center - LUMC, Leiden, Netherlands'}]",10.1186/1471-2180-10-43,2010,20,Article,,,,,1
165,Journal of the Neurological Sciences,Differential gene expression in chronic inflammatory demyelinating polyneuropathy (CIDP) skin biopsies,"[{'name': 'G. Lee', 'affiliation': 'Weill Cornell Medicine, New York, United States'}]",10.1016/j.jns.2009.10.006,2010,20,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S0022510X09009022,,,1
166,Actas Dermo-Sifiliograficas,Lichen sclerosus,"[{'name': 'V. Monsálvez', 'affiliation': 'Hospital Universitario 12 de Octubre, Madrid, Spain'}]",10.1016/j.ad.2009.07.004,2010,20,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S0001731009000076,,,1
167,Clinical and Vaccine Immunology,One-year duration of immunity induced by vaccination with a canine lyme disease bacterin,"[{'name': 'R.L. Lafleur', 'affiliation': 'Merck &amp; Co., Inc., Kenilworth, United States'}]",10.1128/CVI.00524-09,2010,19,Article,,,,,1
168,Chemistry - A European Journal,Chemoenzymatic synthesis of a glycolipid library and elucidation of the antigenic epitope for construction of a vaccine against lyme disease,"[{'name': 'G. Stübs', 'affiliation': 'Leibniz-Institut für Molekulare Pharmakologie, Berlin, Germany'}]",10.1002/chem.200902205,2010,19,Article,,,,,1
169,Journal of Visualized Experiments,Methods for rapid transfer and localization of Lyme disease pathogens within the tick gut,"[{'name': 'T. Kariu', 'affiliation': 'University of Maryland, College Park, College Park, United States'}]",10.3791/2544,2010,18,Article,,,,,1
170,Journal of Pediatrics,Chronic lyme disease: A survey of connecticut primary care physicians,"[{'name': 'M. Johnson', 'affiliation': 'UConn Health, Farmington, United States'}]",10.1016/j.jpeds.2010.06.031,2010,18,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S0022347610005226,,,1
174,BMC Microbiology,"The chitobiose transporter, chbC, is required for chitin utilization in Borrelia burgdorferi","[{'name': 'R. Rhodes', 'affiliation': 'University of Wisconsin-Milwaukee, Milwaukee, United States'}]",10.1186/1471-2180-10-21,2010,18,Article,,,,,1
175,Parasite,"Borrelia burgdorferi in ticks and dogs in the province of vojvodina, Serbia","[{'name': 'S. Savić', 'affiliation': 'Scientific Veterinary Institute Novi Sad, Novi Sad, Serbia'}]",10.1051/parasite/2010174357,2010,17,Article,,,,,1
176,International Journal of Cardiology,"Lyme carditis: Epidemiology, pathophysiology, and clinical features in endemic areas","[{'name': 'P. Rostoff', 'affiliation': 'Jagiellonian University Medical College, Krakow, Poland'}]",10.1016/j.ijcard.2009.03.034,2010,17,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S0167527309002897,,,1
177,Journal of Immunology,Disordered lymphoid purine metabolism contributes to the pathogenesis of persistent Borrelia garinii infection in mice,"[{'name': 'G.G. Yegutkin', 'affiliation': 'Lääketieteellinen Tiedekunta, Turku, Finland'}]",10.4049/jimmunol.0902760,2010,17,Article,,,,,1
178,American Family Physician,The generalized rash: Part I. Differential diagnosis,"[{'name': 'J.W. Ely', 'affiliation': 'University of Iowa Carver College of Medicine, Iowa City, IA, United States'}]",,2010,17,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S0002838X10601244,,,1
179,Archives of Disease in Childhood,"Seroprevalence of Borrelia IgG antibodies among young Swedish children in relation to reported tick bites, symptoms and previous treatment for Lyme borreliosis: A population-based survey","[{'name': 'B.H. Skogman', 'affiliation': 'Falu lasarett, Falun, Sweden'}]",10.1136/adc.2010.183624,2010,16,Article,,,,,1
180,Ticks and Tick-borne Diseases,"Differences in prevalence of Borrelia burgdorferi and Anaplasma spp. infection among host-seeking Dermacentor occidentalis, Ixodes pacificus, and Ornithodoros coriaceus ticks in northwestern California","[{'name': 'R. Lane', 'affiliation': 'Department of Environmental Science, Policy, and Management, Berkeley, United States'}]",10.1016/j.ttbdis.2010.09.004,2010,16,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S1877959X10000737,,,1
181,PLoS ONE,"Molecular characterization of borrelia persica, the agent of tick borne relapsing fever in israel and the palestinian authority","[{'name': 'G. Safdie', 'affiliation': 'Hebrew University of Jerusalem, Jerusalem, Israel'}]",10.1371/journal.pone.0014105,2010,16,Article,,,,,1
182,Arthritis Research and Therapy,Borrelia burgdorferi stimulation of chemokine secretion by cells of monocyte lineage in patients with Lyme arthritis,"[{'name': 'J. Shin', 'affiliation': 'Massachusetts General Hospital, Boston, United States'}]",10.1186/ar3128,2010,16,Article,,,,,1
184,Vector-Borne and Zoonotic Diseases,Seroprevalence survey of equine lyme borreliosis in France and in Sub-Saharan Africa,"[{'name': 'L. Maurizi', 'affiliation': 'Service Vétérinaire du Régiment de Cavalerie de la Garde Républicaine, Paris, France'}]",10.1089/vbz.2009.0083,2010,16,Article,,,,,1
189,Experimental and Molecular Pathology,Evidence of multiple infectious agents in mycosis fungoides lesions,"[{'name': 'S. Bonin', 'affiliation': 'International Centre for Genetic Engineering and Biotechnology, Trieste, Italy'}]",10.1016/j.yexmp.2010.05.001,2010,15,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S0014480010000651,,,1
190,Journal of Wildlife Diseases,Coinfection of western gray squirrel (Sciurus griseus) and other sciurid rodents with Borrelia burgdorferi sensu stricto and Anaplasma phagocytophilum in California,"[{'name': 'N.C. Nieto', 'affiliation': 'University of California, Davis, Davis, United States'}]",10.7589/0090-3558-46.1.291,2010,15,Article,,,,,1
191,Applied and Environmental Microbiology,Use of rpsL as a counterselectable marker in borrelia burgdorferi,"[{'name': 'D. Drecktrah', 'affiliation': 'University of Montana, Missoula, United States'}]",10.1128/AEM.02172-09,2010,15,Article,,,,,1
192,Infection and Immunity,Characterization of the highly regulated antigen BBA05 in the enzootic cycle of Borrelia burgdorferi,"[{'name': 'H. Xu', 'affiliation': 'Indiana University-Purdue University Indianapolis, Indianapolis, United States'}]",10.1128/IAI.01008-09,2010,15,Article,,,,,1
196,"Clinical Medicine, Journal of the Royal College of Physicians of London",Lyme disease in the UK: Clinical and laboratory features and response to treatment,"[{'name': 'R. Dillon', 'affiliation': 'Hospital for Tropical Diseases, London, United Kingdom'}]",10.7861/clinmedicine.10-5-454,2010,14,Article,,,,,1
197,Biomedical and Environmental Sciences,Interpretation criteria for standardized Western Blot for the predominant species of Borrelia burgdorferi sensu lato in China,"[{'name': 'Y. Jiang', 'affiliation': 'Chinese Center for Disease Control and Prevention, Beijing, China'}]",10.1016/S0895-3988(10)60074-8,2010,14,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S0895398810600748,,,1
198,Acta Clinica Belgica,Prevalence and genetic heterogeneity of Borrelia burgdorferi sensu lato in ixodes ticks in Belgium,"[{'name': 'T. Kesteman', 'affiliation': 'Université Catholique de Louvain, Louvain-la-Neuve, Belgium'}]",10.1179/acb.2010.069,2010,14,Article,,,,,1
199,Vaccine,Platform technology to deliver prophylactic molecules orally: An example using the Class A select agent Yersinia pestis,"[{'name': 'B. del Rio', 'affiliation': 'University of Tennessee Health Science Center, Memphis, United States'}]",10.1016/j.vaccine.2010.07.084,2010,14,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S0264410X10011060,,,1
200,Clinical Microbiology and Infection,Lyme borreliosis: Clinical case definitions for diagnosis and management in Europe,"[{'name': 'G. Stanek', 'affiliation': 'Medizinische Universitat Wien, Vienna, Austria'}]",10.1111/j.1469-0691.2010.03175.x,2011,361,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S1198743X14609162,,,1
202,Immunological Reviews,DNA vaccines: An historical perspective and view to the future,"[{'name': 'M. Liu', 'affiliation': 'Karolinska Institutet, Stockholm, Sweden'}]",10.1111/j.1600-065X.2010.00980.x,2011,308,Article,,,,,1
203,Emerging Infectious Diseases,"Humans infected with relapsing fever spirochete borrelia miyamotoi, Russia","[{'name': 'A.E. Platonov', 'affiliation': 'Central Research Institute of Epidemiology, Moscow, Russian Federation'}]",10.3201/eid1710.101474,2011,269,Article,,,,,1
212,Nature Methods,Shotgun glycomics: A microarray strategy for functional glycomics,"[{'name': 'X. Song', 'affiliation': 'Emory University School of Medicine, Atlanta, United States'}]",10.1038/nmeth.1540,2011,146,Article,,,,,1
213,Annual Review of Entomology,"Using geographic information systems and decision support systems for the prediction, prevention, and control of vector-borne diseases","[{'name': 'L. Eisen', 'affiliation': 'Colorado State University, Fort Collins, United States'}]",10.1146/annurev-ento-120709-144847,2011,119,Article,,,,,1
215,Parasites and Vectors,Multi-source analysis reveals latitudinal and altitudinal shifts in range of Ixodes ricinus at its northern distribution limit,"[{'name': 'S. Jore', 'affiliation': 'Veterinærinstituttet, Oslo, Norway'}]",10.1186/1756-3305-4-84,2011,118,Article,,,,,1
217,Cell Host and Microbe,A tick mannose-binding lectin inhibitor interferes with the vertebrate complement cascade to enhance transmission of the Lyme disease agent,"[{'name': 'T. Schuijt', 'affiliation': 'Leiden University, Leiden, Netherlands'}]",10.1016/j.chom.2011.06.010,2011,106,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S1931312811002198,,,1
