,publication,title,authors,doi,year,cites,type,abstract,article_url,fulltext_url,abstractLength,crossref
93,Médecine et Maladies Infectieuses,Neuroborréliose après une borréliose de Lyme primaire traitée par azithromycine,"['P. Cordonnier', 'C. Iltis', 'C. Martinez', 'G. Blaison', 'M. Martinot']",10.1016/j.medmal.2009.10.012,2010,0,journal-article,,http://dx.doi.org/10.1016/j.medmal.2009.10.012,https://api.elsevier.com/content/article/PII:S0399077X09003278,,1
94,APMIS,Simultaneous use of serum IgG and IgM for risk scoring of suspected early Lyme borreliosis: graphical and bivariate analyses,"['RAM B. DESSAU', 'TOVE EJLERTSEN', 'JØRGEN HILDEN']",10.1111/j.1600-0463.2010.02594.x,2010,12,journal-article,,http://dx.doi.org/10.1111/j.1600-0463.2010.02594.x,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fj.1600-0463.2010.02594.x,,1
95,International Journal of Infectious Diseases,Serological diagnosis of lyme disease in Valencia (Spain),"['M.T. Fraile Fariñas', 'J.L. Ramos Marti', 'N. Tormo Palop', 'C. Gimeno Cardona']",10.1016/j.ijid.2010.02.417,2010,0,journal-article,,http://dx.doi.org/10.1016/j.ijid.2010.02.417,https://api.elsevier.com/content/article/PII:S1201971210004492,,1
96,BMC Research Notes,Early Lyme disease with spirochetemia - diagnosed by DNA sequencing,"['Sin Hang Lee', 'Veronica S Vigliotti', 'Jessica S Vigliotti', 'William Jones', 'Jessie Williams', 'Jay Walshon']",10.1186/1756-0500-3-273,2010,6,journal-article,,http://dx.doi.org/10.1186/1756-0500-3-273,http://link.springer.com/content/pdf/10.1186/1756-0500-3-273.pdf,,1
97,Journal of the Neurological Sciences,Lyme optic neuritis,"['Frédéric Blanc', 'Laurent Ballonzoli', 'Christophe Marcel', 'Sylvie De Martino', 'Benoît Jaulhac', 'Jérôme de Seze']",10.1016/j.jns.2010.05.009,2010,28,journal-article,,http://dx.doi.org/10.1016/j.jns.2010.05.009,https://api.elsevier.com/content/article/PII:S0022510X10002108,,1
98,Applied and Environmental Microbiology,Elimination of Lyme Disease Spirochetes from Ticks Feeding on Domestic Ruminants,"['Dania Richter', 'Franz-Rainer Matuschka']",10.1128/aem.01649-10,2010,27,journal-article,ABSTRACT: To determine whether and which spirochetes are cleared from,http://dx.doi.org/10.1128/aem.01649-10,https://journals.asm.org/doi/pdf/10.1128/AEM.01649-10,69.0,1
99,Clinical and Vaccine Immunology,Humoral Immune Responses in Patients with Lyme Neuroborreliosis,"['Tjaša Cerar', 'Katarina Ogrinc', 'Franc Strle', 'Eva Ružić-Sabljić']",10.1128/cvi.00341-09,2010,26,journal-article,"ABSTRACT: The aim of this study was to analyze and compare the humoral immune responses in serum and cerebrospinal fluid (CSF) for 34 adult patients with clinically evident Lyme neuroborreliosis, 27 patients with clinically suspected Lyme neuroborreliosis, and 32 patients with tick-borne encephalitis. Additionally, we wanted to compare the findings of two methods for the detection of intrathecally synthesized borrelial antibodies: the IDEIA Lyme neuroborreliosis test using flagellar antigen and an approach based on the Liaison indirect chemiluminescence immunoassay using the OspC and VlsE antigens. Borrelial IgM and IgG antibodies were detected by at least one of these methods in the sera of 22/34 (64.7%) and 28/34 (82.4%) patients with clinically evident Lyme neuroborreliosis, respectively, and in the cerebrospinal fluid of 22/34 (64.7%) and 20/34 (58.8%) of these patients, respectively. Intrathecal synthesis of borrelial IgM and/or IgG was found in 19/34 (55.9%) patients: IgM in 17/34 (50%) patients and IgG in 15/34 (44.1%) patients. The relatively low proportion of intrathecal synthesis of borrelial antibodies and the high ratio of IgM positivity could be explained by the short duration of neurological disease as evidenced by reported symptoms (median, 10 days). Assessment of the humoral immune response in the sera and CSF of patients with early Lyme neuroborreliosis confirmed previous findings on the relationship between the duration of illness and the proportion of patients with detectable responses.",http://dx.doi.org/10.1128/cvi.00341-09,https://journals.asm.org/doi/pdf/10.1128/CVI.00341-09,1530.0,1
100,JRSM Short Reports,A case of Lyme neuroborreliosis with bilateral recurrent laryngeal nerve palsy,"['M Furtner', 'M Patjas', 'B Frauscher', 'E Schmutzhard', 'Jwilleit']",10.1258/shorts.2010.010080,2010,1,journal-article,,http://dx.doi.org/10.1258/shorts.2010.010080,http://journals.sagepub.com/doi/pdf/10.1258/shorts.2010.010080,,1
101,Clinical Medicine,Lyme disease in the UK: clinical and laboratory features and response to treatment,"['Richard Dillon', ""Susan O'Connell"", 'Stephen Wright']",10.7861/clinmedicine.10-5-454,2010,10,journal-article,,http://dx.doi.org/10.7861/clinmedicine.10-5-454,https://syndication.highwire.org/content/doi/10.7861/clinmedicine.10-5-454,,1
102,Military Medicine,An Unexpected Case of Lyme Disease in a Soldier Serving in Northern Iraq,"['Jeremy B. Fisher', 'Christopher E. Curtis']",10.7205/milmed-d-09-00079,2010,1,journal-article,,http://dx.doi.org/10.7205/milmed-d-09-00079,,,1
103,EcoHealth,Invasion of the Lyme Disease Vector Ixodes scapularis: Implications for Borrelia burgdorferi Endemicity,"['Sarah A. Hamer', 'Jean I. Tsao', 'Edward D. Walker', 'Graham J. Hickling']",10.1007/s10393-010-0287-0,2010,92,journal-article,,http://dx.doi.org/10.1007/s10393-010-0287-0,http://link.springer.com/content/pdf/10.1007/s10393-010-0287-0.pdf,,1
104,Pediatric Research,874 Serological Diagnosis of Lyme Neuroborreliosis in Children with Various Neurological Disorders - Comparison of Two Elisa Tests,"['A Pawinska', 'E Vogtt', 'K Dzierzanowska-Fangrat']",10.1203/00006450-201011001-00874,2010,0,journal-article,,http://dx.doi.org/10.1203/00006450-201011001-00874,,,1
105,Clinical and Vaccine Immunology,Humoral Immune Responses in Patients with Lyme Neuroborreliosis,"['Tjaša Cerar', 'Katarina Ogrinc', 'Franc Strle', 'Eva Ružić-Sabljić']",10.1128/cvi.00341-09,2010,26,journal-article,"ABSTRACT: The aim of this study was to analyze and compare the humoral immune responses in serum and cerebrospinal fluid (CSF) for 34 adult patients with clinically evident Lyme neuroborreliosis, 27 patients with clinically suspected Lyme neuroborreliosis, and 32 patients with tick-borne encephalitis. Additionally, we wanted to compare the findings of two methods for the detection of intrathecally synthesized borrelial antibodies: the IDEIA Lyme neuroborreliosis test using flagellar antigen and an approach based on the Liaison indirect chemiluminescence immunoassay using the OspC and VlsE antigens. Borrelial IgM and IgG antibodies were detected by at least one of these methods in the sera of 22/34 (64.7%) and 28/34 (82.4%) patients with clinically evident Lyme neuroborreliosis, respectively, and in the cerebrospinal fluid of 22/34 (64.7%) and 20/34 (58.8%) of these patients, respectively. Intrathecal synthesis of borrelial IgM and/or IgG was found in 19/34 (55.9%) patients: IgM in 17/34 (50%) patients and IgG in 15/34 (44.1%) patients. The relatively low proportion of intrathecal synthesis of borrelial antibodies and the high ratio of IgM positivity could be explained by the short duration of neurological disease as evidenced by reported symptoms (median, 10 days). Assessment of the humoral immune response in the sera and CSF of patients with early Lyme neuroborreliosis confirmed previous findings on the relationship between the duration of illness and the proportion of patients with detectable responses.",http://dx.doi.org/10.1128/cvi.00341-09,https://journals.asm.org/doi/pdf/10.1128/CVI.00341-09,1530.0,1
106,Journal of Pediatric Ophthalmology & Strabismus,Self-Limiting Fourth and Sixth Cranial Nerve Palsy After Lyme Disease,"['Vinod Sharma', 'Susmito Biswas']",10.3928/01913913-20090616-17,2010,9,journal-article,,http://dx.doi.org/10.3928/01913913-20090616-17,https://www.healio.com/doiresolver?doi=10.3928/01913913-20090616-17,,1
107,Neurology Research International,Lyme Neuroborreliosis: Preliminary Results from an Urban Referral Center Employing Strict CDC Criteria for Case Selection,"['David S. Younger', 'Stuart Orsher']",10.1155/2010/525206,2010,6,journal-article,Lyme neuroborreliosis or “neurological Lyme disease” was evidenced in 2 of 23 patients submitted to strict criteria for case selection of the Centers for Disease Control and Prevention employing a two-tier test to detect antibodies to,http://dx.doi.org/10.1155/2010/525206,http://downloads.hindawi.com/journals/nri/2010/525206.pdf,234.0,1
108,Journal of Medical Case Reports,Acute lyme infection presenting with amyopathic dermatomyositis and rapidly fatal interstitial pulmonary fibrosis: a case report,"['Hien Nguyen', 'Connie Le', 'Hanh Nguyen']",10.1186/1752-1947-4-187,2010,4,journal-article,,http://dx.doi.org/10.1186/1752-1947-4-187,http://link.springer.com/content/pdf/10.1186/1752-1947-4-187.pdf,,1
109,Klinische Pädiatrie,Lyme Neuroborreliosis: Aetiology and Diagnosis of Facial Palsy in Children from Tyrol,"['J. Brunner', 'G. Moschovakis', 'M. Prelog', 'G. Walder', 'R. Wuerzner', 'L. B. Zimmerhackl']",10.1055/s-0030-1249091,2010,4,journal-article,,http://dx.doi.org/10.1055/s-0030-1249091,http://www.thieme-connect.de/products/ejournals/pdf/10.1055/s-0030-1249091.pdf,,1
111,Ocular Immunology and Inflammation,Neuroretinitis as a Manifestation of Lyme Disease in South India: A Case Report,"['Kalpana Babu', 'Praveen R. Murthy']",10.3109/09273940903359733,2010,12,journal-article,,http://dx.doi.org/10.3109/09273940903359733,http://www.tandfonline.com/doi/pdf/10.3109/09273940903359733,,1
112,Trends in Parasitology,Lyme borreliosis in dogs and humans in the USA,"['Susan E. Little', 'Stephanie R. Heise', 'Byron L. Blagburn', 'Steven M. Callister', 'Paul S. Mead']",10.1016/j.pt.2010.01.006,2010,60,journal-article,,http://dx.doi.org/10.1016/j.pt.2010.01.006,https://api.elsevier.com/content/article/PII:S1471492210000188,,1
113,International Journal of Cardiology,"Lyme carditis: Epidemiology, pathophysiology, and clinical features in endemic areas","['Pawel Rostoff', 'Grzegorz Gajos', 'Ewa Konduracka', 'Andrzej Gackowski', 'Jadwiga Nessler', 'Wieslawa Piwowarska']",10.1016/j.ijcard.2009.03.034,2010,13,journal-article,,http://dx.doi.org/10.1016/j.ijcard.2009.03.034,https://api.elsevier.com/content/article/PII:S0167527309002897,,1
114,The American Journal of Medicine,Subjective Symptoms after Treatment of Early Lyme Disease,"['Daša Cerar', 'Tjaša Cerar', 'Eva Ružić-Sabljić', 'Gary P. Wormser', 'Franc Strle']",10.1016/j.amjmed.2009.05.011,2010,126,journal-article,,http://dx.doi.org/10.1016/j.amjmed.2009.05.011,https://api.elsevier.com/content/article/PII:S0002934309005026,,1
115,Emerging Infectious Diseases,"Lyme Borreliosis, Po River Valley, Italy","['Dario Pistone', 'Massimo Pajoro', 'Massimo Fabbi', 'Nadia Vicari', 'Piero Marone', 'Claudio Genchi', 'Stefano Novati', 'Davide Sassera', 'Sara Epis', 'Claudio Bandi']",10.3201/eid1608.100152,2010,16,journal-article,,http://dx.doi.org/10.3201/eid1608.100152,,,1
116,The Journal of Rheumatology,Outcomes of Children Treated for Lyme Arthritis: Results of a Large Pediatric Cohort,"['HEATHER O. TORY', 'DAVID ZURAKOWSKI', 'ROBERT P. SUNDEL']",10.3899/jrheum.090711,2010,49,journal-article,"Objective.: Children often develop arthritis secondary to Lyme disease; however, optimal treatment of Lyme arthritis in pediatric patients remains ill-defined. We sought to characterize the outcomes of a large cohort of children with Lyme arthritis treated using the approach recommended by the American Academy of Pediatrics and the Infectious Diseases Society of America. Methods.: Medical records of patients with Lyme arthritis seen by rheumatologists at a tertiary care children’s hospital from 1997 to 2007 were reviewed. Patients were classified with antibiotic responsive or refractory arthritis based on absence or presence of persisting joint involvement 3 months after antibiotic initiation. Treatment regimens and outcomes in patients with refractory arthritis were analyzed. Results.: Of 99 children with Lyme arthritis, 76 had arthritis that responded fully to antibiotics, while 23 developed refractory arthritis. Most patients with refractory arthritis were successfully treated with nonsteroidal antiinflammatory drugs (6 patients), intraarticular steroid injections (4), or disease-modifying antirheumatic drugs (DMARD) (2). Five were lost to followup. Six patients with refractory arthritis were initially treated elsewhere and received additional antibiotic therapy, with no apparent benefit. Three subsequently required DMARD, while 3 had gradual resolution of arthritis without further therapy. Antibiotic responsiveness could not be predicted from our clinical or laboratory data. Conclusion.: Lyme arthritis in children has an excellent prognosis. More than 75% of referred cases resolved with antibiotic therapy. Of patients with antibiotic refractory arthritis, none in whom followup data were available developed chronic arthritis, joint deformities, or recurrence of infection, supporting current treatment guidelines.",http://dx.doi.org/10.3899/jrheum.090711,https://syndication.highwire.org/content/doi/10.3899/jrheum.090711,1846.0,1
117,Clinical Infectious Diseases,Final Report of the Lyme Disease Review Panel of the Infectious Diseases Society of America: A Pyrrhic Victory?,"['Lorraine Johnson', 'Raphael\xa0B. Stricker']",10.1086/656690,2010,6,journal-article,,http://dx.doi.org/10.1086/656690,http://academic.oup.com/cid/article-pdf/51/9/1108/829594/51-9-1108.pdf,,1
118,Medical and Veterinary Entomology,Ticks and Lyme borreliosis in an alpine area in northeast Italy,"['F. NAZZI', 'E. MARTINELLI', 'S. DEL FABBRO', 'I. BERNARDINELLI', 'N. MILANI', 'A. IOB', 'P. PISCHIUTTI', 'C. CAMPELLO', 'P. D’AGARO']",10.1111/j.1365-2915.2010.00877.x,2010,5,journal-article,,http://dx.doi.org/10.1111/j.1365-2915.2010.00877.x,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fj.1365-2915.2010.00877.x,,1
119,Journal of Obstetrics and Gynaecology,Endometriosis-associated Lyme,"['I. M. Matalliotakis', 'H. Cakmak', 'M. D. E. Ziogos', 'A. Kalogeraki', 'D. Kappou', 'A. Arici']",10.3109/01443610903470270,2010,4,journal-article,,http://dx.doi.org/10.3109/01443610903470270,http://www.tandfonline.com/doi/pdf/10.3109/01443610903470270,,1
120,Gender Medicine,Sex differences in the clinical and serologic presentation of early lyme disease: Results from a retrospective review,"['Alison Schwarzwalder', 'Michael F. Schneider', 'Alison Lydecker', 'John N. Aucott']",10.1016/j.genm.2010.08.002,2010,20,journal-article,,http://dx.doi.org/10.1016/j.genm.2010.08.002,https://api.elsevier.com/content/article/PII:S1550857910000811,,1
121,International Journal of Cardiology,Borrelia-like organism in heart capillaries of patient with Lyme-disease seen by electron microscopy,"['Dusan Lalosevic', 'Vesna Lalosevic', 'Anastazija Stojsic-Milosavljevic', 'Djurica Stojsic']",10.1016/j.ijcard.2008.12.165,2010,9,journal-article,,http://dx.doi.org/10.1016/j.ijcard.2008.12.165,https://api.elsevier.com/content/article/PII:S0167527308015994,,1
122,Vojnosanitetski pregled,Risk of Lyme disease development after a tick bite,"['Jovan Mladenovic', 'Radovan Cekanac', 'Novica Stajkovic', 'Milena Krstic']",10.2298/vsp1005369m,2010,1,journal-article,"Background/Aim. Despite numerous research of Lyme disease (LD), there are still many concerns about environmental of infectious agent of LD, as well as its prophylaxis, diagnosis and treatment. The aim of this work was to determine the risk of LD in relation to the way of removing ticks and duration of tick attachment. Methods. In the period from 2000 to 2007 a prospective study was conducted including persons with tick bite referred to the Institute of Epidemiology, Military Medical Academy, and followed for the occurrence of early Lyme disease up to six months after a tick bite. Epidemiological questionnaire was used to collect relevant information about the place and time of tick bites, the way of a removing tick, duration of tick attachment, remnants of a tick left in the skin (parts of the mouth device) and the signs of clinical manifestations of LD. Duration of tick attachment was determined on the basis of size of engorged tick and epidemiological data. Removed ticks were determined by the key of Pomerancev. Professional removing of attached tick was considered to be removing of tick with mechanical means by healthcare personnel. Fisher's exact test, Chi squares test and calculation of the relative risk (RR) were used for data analysis. Results. Of 3 126 patients with tick bite, clinical manifestations of LD were demonstrated in 19 (0.61%). In the group of subjects (n = 829) in which a tick was not removed professionally there were 17 (2.05%) cases with LD, while in the group of respondents (n=2 297) in who a tick was removed professionally there were 2 (0.09%) cases with LD after tick bite (RR, 23.55; p < 0.0001). The disease was most frequent in the group of respondents with incompletely and unprofessionally removed ticks (2.46%). In the groups of patients with unprofessionally but completely removed ticks LD occurred in 0.89%, while in the group of subjects with a tick removed by an expert, but incompletely in 0.78% cases. The disease occurred rarely in the group with a tick removed completely and professionally (0.05%). There was no case of LD in the group of patients with a tick removed within 24 hours. The longer time of exposure after 24 hours, the higher absolute risk of disease was reported. Conclusion. In prevention of Lyme disease it is important to urgent remove a tick, to use a correct procedure of removing and to remove the whole tick without any remnants.",http://dx.doi.org/10.2298/vsp1005369m,,2419.0,1
